RunAuth,Type,Ind,Ass,Year,Month,Day,Hour,Minute,Second,STCode,STCorr,LongitudeE,LatitudeS,Depth,ZCode,Mx,Mval,HDPlace
CAN,local,1,Preferred,1986,10,10,10,46,10,UTC,0,151.15,37.5,0, ,ML,2.8,NSW
MGO,local,1,Preferred,1986,10,13,12,6,10.2,AWST,8,118.81,33.95,5, ,ML,3.2,15 km W of Jerramungup; WA
GSQ,local,1,Probable,1986,10,14,17,16,17.35,AEST,10,151.626,17.105,9,,ML,3.8,Lihou Reef; Qld
CAN,local,1,Preferred,1986,10,16,10,53,27,UTC,0,147.37,33,0, ,ML,2.8,NSW
MGO,local,1,Preferred,1986,10,16,21,36,31,AWST,8,114.59,22.61,5,N,ML,4.1,E of Giralia; WA
MGO,local,1,Preferred,1986,10,18,13,6,54,AWST,8,119.75,22.29,5,N,ML,2.7,SW of Nullagine; WA
BMR,local,2,Preferred,1986,10,19,15,52,44.2,AEST,10,150.156,33.531,0, ,ML,2.7,Lithgow; NSW
CAN,local,1,Preferred,1986,10,21,17,57,50,AEDT,11,145.55,34.29,0, ,ML,2.7,W of Griffith; NSW
MGO,local,0,Preferred,1986,10,25,1,58,49,AWST,8,121.04,16.62,5,N,ML,3.8,NE of Rowley Shoals; WA
MGO,local,1,Preferred,1986,10,26,5,52,27,AWST,8,111.19,26.67,5,N,ML,3,W of Steep Point; WA
MGO,local,1,Preferred,1986,10,27,17,8,13,AWST,8,128.22,23.11,5, ,ML,3.3,SW of Lake Mackay; WA
MGO,local,1,Preferred,1986,11,1,18,54,1.2,AWST,8,116.41,19.96,5,N,ML,2.8,Off Dampier; WA
MGO,local,1,Preferred,1986,11,5,7,57,56,AWST,8,118.85,18.47,5,N,ML,4,N of Port Hedland; WA
MGO,local,1,Preferred,1986,11,7,1,9,43,AWST,8,114.31,22.23,5,N,ML,2.7,Exmouth Gulf; WA
ADE,local,1,Preferred,1986,11,7,21,53,21.4,AEST,10,139.86,24.796,17.5,,ML,3.2,Lake Machattie; Qld
MEL,local,0,Preferred,1986,11,12,9,55,38.85,AEDT,11,146.3718,37.7875,1.96,D,ML,2.6,Thomson Reservoir; Vic
ADE,local,1,Preferred,1986,11,13,8,0,30.54,ACDT,10.5,139.042,37.949,32.4, ,ML,2.5,Off Beachport; SA
CAN,local,0,Preferred,1986,11,16,23,14,21.8,AEDT,11,149.21,34.84,1, ,ML,2.9,Gunning; NSW
MEL,local,2,Preferred,1986,11,27,10,18,24.74,AEDT,11,146.501,37.949,18.9, ,ML,2.5,Walhalla; Vic
BMR,local,0,Preferred,1986,11,28,15,40,50.3,ACST,9.5,129.656,25.393,5, ,ML,4.2,Petermann Range; NT
BMR,local,2,Preferred,1986,11,28,15,46,1.9,ACST,9.5,129.779,25.433,5, ,ML,4.4,Petermann Range; NT
BMR,local,0,Preferred,1986,11,29,19,22,1.8,ACST,9.5,129.673,25.393,5, ,ML,4.1,Petermann Range; NT
MGO,local,1,Preferred,1986,11,29,22,33,22.4,AWST,8,114,27.49,5,N,ML,2.6,30 km NW of Kalbarri; WA
BMR,local,0,Preferred,1986,12,2,17,13,33.3,ACST,9.5,132.549,19.617,23, ,ML,4.4,W of Tennant Creek; NT
MGO,local,1,Preferred,1986,12,4,13,47,16,AWST,8,115.83,20.25,5,N,ML,4,Monte Bello Is; WA
CAN,local,1,Preferred,1986,12,5,14,10,20,AEDT,11,148.2,32.06,, ,ML,2.9,Narromine; NSW
MGO,local,1,Preferred,1986,12,6,20,54,15.5,AWST,8,120.65,21.36,5,N,ML,2.5,NE of Nullagine; WA
CAN,local,1,Preferred,1986,12,7,12,16,15.8,UTC,0,149.32,35.94,18, ,ML,2.7,Bredbo; NSW
MGO,local,1,Preferred,1986,12,8,21,33,32,AWST,8,112.55,38.22,5, ,ML,3.2,SW of Cape Leeuwin; WA; Indian Ocean
CAN,local,1,Preferred,1986,12,12,15,2,53.6,AEDT,11,149.01,34.35,7, ,ML,2.9,Rugby; NSW
MGO,local,1,Preferred,1986,12,14,9,32,45,AWST,8,121.51,19.18,5, ,ML,3.6,Eighty Mile Beach; WA
ISC,local,1,Preferred,1986,12,16,4,28,45.5,ACDT,10.5,136.652,35.969,1,G,ML,4.5,Kangaroo Island; SA
MGO,local,0,Preferred,1986,12,17,9,13,8,AWST,8,122.27,32.36,5, ,ML,3.3,SE of Norseman; WA
ISC,local,1,Preferred,1986,12,18,1,26,31.5,AWST,8,122.808,17.265,5,G,ML,3.9,NE of Broome; WA
MGO,local,1,Preferred,1986,12,18,6,58,51,AWST,8,116.82,27.83,5,N,ML,4.3,205 km WNW of Mt Magnet; WA
TAU,local,1,Preferred,1986,12,18,21,41,15.3,AEDT,11,145.83,42.5,, ,ML,2.6,Prince of Wales Range; Tas
BMR,local,1,Preferred,1986,12,19,6,6,21,ACST,9.5,130.8,22.7,0, ,ML,2.6,Gurner HS; NT
MGO,local,1,Preferred,1986,12,19,10,27,39.3,AWST,8,117.41,32.22,5, ,ML,2.8,23 km S of Quairading; WA
MEL,local,1,Preferred,1986,12,20,12,4,39.43,AEDT,11,143.349,39.212,13.9, ,MD,3.8,Off Cape Otway; Bass Strait
CAN,local,1,Preferred,1986,12,23,15,29,29,AEDT,11,152.7,39.6,, ,ML,3.5,Tasman Sea
CAN,local,0,Preferred,1986,12,24,12,8,36.6,AEDT,11,150.15,33.41,14, ,ML,2.5,Lithgow; NSW
CAN,local,1,Preferred,1986,12,25,16,18,53.3,AEDT,11,149.11,34.2,11, ,ML,2.5,Blanket Flat; NSW
TAU,local,1,Preferred,1986,12,26,4,42,18.2,AEDT,11,144.53,41.53,, ,ML,2.7,Off Sandy Cape; Tas
MGO,local,0,Preferred,1986,12,27,7,43,58,AWST,8,122.22,32.51,5, ,ML,3.2,50 km SE of Norseman; WA
MEL,local,1,Preferred,1986,12,28,11,48,55,AEDT,11,154.644,40.321,10,N,ML,3.4,Tasman Sea
MGO,local,1,Preferred,1986,12,30,14,52,59,AWST,8,111.37,26.06,5,N,ML,2.8,W of Steep Point; WA
MGO,local,1,Preferred,1986,12,30,17,0,3.3,AWST,8,116.09,20.65,5,N,ML,3,Barrow Island; WA
BMR,local,1,Preferred,1986,12,31,7,13,47,ACST,9.5,131,22.8,0, ,ML,2.8,Gurner HS; NT
ADE,local,1,Preferred,1987,1,1,12,9,47.6,ACDT,10.5,137.562,27.777,0, ,ML,2.9,N of Lake Eyre; SA
MEL,local,1,Preferred,1987,1,2,11,22,17.71,AEDT,11,143.974,34.473,12.04, ,ML,2.5,Balranald; NSW
MGO,local,1,Preferred,1987,1,3,8,9,5,AWST,8,112.25,38,5, ,ML,2.8,SW of Cape Leeuwin; WA; Indian Ocean
BMR,local,0,Preferred,1987,1,5,14,5,26.6,ACST,9.5,133.958,19.805,0,G,ML,4.9,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,5,14,9,43.2,ACST,9.5,133.703,19.958,10,N,mb,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,6,1,35,52.7,ACST,9.5,133.975,19.82,3, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,6,2,1,57.8,ACST,9.5,133.999,19.812,4, ,ML,3.7,Tennant Creek; NT
MGO,local,1,Preferred,1987,1,7,5,26,6,AWST,8,117.75,19.31,5,N,ML,3.4,Off Port Hedland; WA
EHB,local,0,Preferred,1987,1,7,20,1,54.4,UTC,0,133.78,19.944,10,C,mb,5,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,8,2,38,3.6,ACST,9.5,133.672,19.934,10,N,ML,5,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,8,3,5,36.2,ACST,9.5,133.973,19.816,5, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,8,7,7,22.4,ACST,9.5,133.989,19.818,3, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,8,9,50,47.4,ACST,9.5,133.963,19.815,5, ,ML,3.3,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,8,19,8,54.9,ACST,9.5,133.717,19.928,10,N,ML,3.9,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,9,1,2,49.8,ACST,9.5,133.712,19.924,10,N,ML,4.8,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,9,8,51,16,ACST,9.5,133.98,19.81,0,G,ML,3.8,Tennant Creek; NT
EHB,local,0,Preferred,1987,1,9,11,27,16.54,ACST,9.5,133.786,19.954,15,G,Mw,5.4,54 km SW of Tennant Creek; NT
BMR,local,0,Preferred,1987,1,9,21,19,0,ACST,9.5,133.939,19.765,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,10,15,21,55,ACST,9.5,133.972,19.804,0,G,ML,3.9,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,11,11,50,21,ACST,9.5,133.93,19.8,0, ,MD,2.7,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,11,19,27,59,ACST,9.5,133.94,19.79,0, ,MD,3,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,12,0,55,30,ACST,9.5,133.92,19.78,0, ,MD,2.9,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,12,9,7,11,ACST,9.5,134.03,19.78,0, ,MD,2.6,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,12,20,25,6,ACST,9.5,133.88,19.83,0, ,MD,3,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,13,1,13,10,ACST,9.5,133.86,19.81,0, ,MD,3,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,13,23,25,44.1,ACST,9.5,133.91,19.772,0,G,MD,3.7,Tennant Creek; NT
CAN,local,1,Preferred,1987,1,16,13,8,27.1,AEDT,11,148.28,36.27,12, ,MD,3,Khancoban; NSW
BMR,local,0,Preferred,1987,1,18,10,9,57.5,ACST,9.5,133.945,19.81,3, ,ML,3.7,Tennant Creek; NT
ADE,local,1,Preferred,1987,1,18,17,10,5.2,ACDT,10.5,138.308,33.154,20.3, ,ML,2.5,Stone Hut; SA
MGO,local,2,Preferred,1987,1,19,10,3,34.4,AWST,8,117.71,33.41,13, ,ML,2.6,11 km SSW of Dumbleyung; WA
MEL,local,0,Preferred,1987,1,19,23,30,19.6,AEDT,11,146.377,37.783,0.61, ,ML,2.7,Thomson Reservoir; Vic
CAN,local,1,Preferred,1987,1,21,15,45,35,AEDT,11,151.43,37.38,, ,MD,2.5,Off Eden; Tasman Sea
BMR,local,0,Preferred,1987,1,22,6,7,41.6,ACST,9.5,133.983,19.815,0,G,ML,4,Tennant Creek; NT
MGO,local,1,Preferred,1987,1,22,13,56,30,AWST,8,118.89,30.6,5,,ML,2.5,50 km E of Bonnie Rock; WA
BMR,local,0,Preferred,1987,1,24,23,31,46,ACST,9.5,133.96,19.829,3, ,ML,3.2,Tennant Creek; NT
MEL,local,1,Preferred,1987,1,26,5,23,43.56,AEDT,11,146.651,42.121,17.12, ,ML,2.7,Lake Echo; Tas
ADE,local,1,Preferred,1987,1,26,22,52,30.12,ACDT,10.5,138.381,32.509,14.48, ,ML,2.5,Hammond; SA
ISC,local,0,Preferred,1987,1,27,9,37,38.7,ACST,9.5,133.761,19.788,10,N,ML,4,Tennant Creek; NT
MGO,local,1,Preferred,1987,1,30,3,50,33.8,AWST,8,116.98,31.83,5, ,ML,2.7,24 km S of Meckering; WA
BMR,local,0,Preferred,1987,1,30,16,42,59.5,ACST,9.5,133.969,19.813,4, ,ML,4,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,30,17,42,50.2,ACST,9.5,133.691,19.955,10,N,mb,4.6,Tennant Creek; NT
ISC,local,0,Preferred,1987,1,31,8,44,34,ACST,9.5,133.935,19.652,8,G,ML,4,Tennant Creek; NT
BMR,local,0,Preferred,1987,1,31,17,55,41.7,ACST,9.5,133.989,19.835,3, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1987,2,1,2,42,55.4,ACST,9.5,133.941,19.782,6, ,ML,3.4,Tennant Creek; NT
MGO,local,1,Preferred,1987,2,2,18,25,38.3,AWST,8,116.98,31.84,5, ,ML,2.8,25 km S of Meckering; WA
MEL,local,1,Preferred,1987,2,5,13,51,28.78,AEDT,11,148.146,39.068,17.16, ,ML,2.5,East Bass Strait
BMR,local,0,Preferred,1987,2,7,6,28,24.5,ACST,9.5,133.979,19.807,5, ,MD,3.1,Tennant Creek; NT
GSQ,local,1,Preferred,1987,2,8,0,49,1.1,AEDT,11,152.543,29.083,6.7, ,ML,2.9,SW of Casino; NSW
MGO,local,2,Preferred,1987,2,9,7,58,21.7,AWST,8,117.08,31.61,6, ,ML,3.2,6 km E of Meckering; WA
ADE,local,1,Preferred,1987,2,10,15,28,24.07,ACDT,10.5,135.905,27.657,20.21, ,ML,2.5,Oodnadatta; SA
AUST,local,1,Preferred,1987,2,11,7,6,49.6,AWST,8,119.6,21.47,3,,ML,3,S of Marble Bar; WA
BMR,local,0,Preferred,1987,2,12,7,7,16.6,ACST,9.5,133.967,19.774,5, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1987,2,15,16,59,57.9,ACST,9.5,133.916,19.811,5, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1987,2,16,11,26,34.9,ACST,9.5,133.943,19.801,15, ,ML,4,Tennant Creek; NT
MGO,local,0,Preferred,1987,2,17,10,16,58.9,AWST,8,117.07,30.82,5, ,ML,2.5,8 km SW of Cadoux; WA
BMR,local,0,Preferred,1987,2,18,18,17,44.6,ACST,9.5,134.028,19.811,5, ,ML,3.4,Tennant Creek; NT
MGO,local,1,Preferred,1987,2,19,14,24,45,AWST,8,117.5,39.49,5, ,ML,3.3,S of Albany; WA; Southern Ocean
MGO,local,1,Preferred,1987,2,24,8,10,50.5,AWST,8,122.22,32.51,5,,ML,3,SE of Norseman; WA
ADE,local,1,Preferred,1987,2,27,13,53,37.23,ACDT,10.5,138.761,37.261,0.66, ,ML,2.9,Off Robe; SA
ISC,local,0,Preferred,1987,3,2,13,27,42,AWST,8,117.495,31.174,10,N,ML,2.5,Wyalkatchem; WA
MGO,local,2,Preferred,1987,3,2,16,44,17.1,AWST,8,117.05,31.62,8, ,ML,3.8,3 km E of Meckering; WA
MGO,local,2,Preferred,1987,3,2,22,22,13.2,AWST,8,117.49,31.22,2, ,ML,3.1,11 km ESE of Wyalkatchem; WA
MGO,local,0,Preferred,1987,3,2,22,22,20,AWST,8,117.49,31.22,5, ,ML,3,11 km ESE of Wyalkatchem; WA
MEL,local,1,Preferred,1987,3,4,15,51,25.75,AEDT,11,144.471,35.734,13.59, ,ML,2.5,Bunnaloo; NSW
ISC,local,0,Preferred,1987,3,7,5,38,6.2,AWST,8,117.246,30.699,24.2,,ML,4.6,Cadoux; WA
MGO,local,1,Preferred,1987,3,9,13,50,45.3,AWST,8,117.78,32.44,5, ,ML,2.8,15 km SW of Corrigin; WA
ADE,local,1,Preferred,1987,3,13,4,52,25.61,ACDT,10.5,137.881,29.736,32.6, ,ML,2.7,W of Marree; SA
MGO,local,2,Preferred,1987,3,14,19,25,38.8,AWST,8,114.1,22.75,5,N,ML,3,SW of Giralia; WA
ISC,local,0,Preferred,1987,3,16,22,28,52.9,ACST,9.5,133.845,19.66,5,N,mL,4.1,Tennant Creek; NT
ISC,local,0,Preferred,1987,3,16,22,39,9.1,ACST,9.5,133.79,19.759,8,G,mL,4.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,3,17,0,20,9.5,ACST,9.5,133.994,19.687,10, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,3,17,0,51,40,ACST,9.5,132.896,19.878,9, ,ML,3.5,Tennant Creek; NT
ADE,local,1,Preferred,1987,3,20,0,0,6.82,ACST,9.5,137.244,37.187,38, ,ML,2.6,S of Kangaroo Island; SA
ISC,local,0,Preferred,1987,3,20,11,28,11,ACST,9.5,133.87,19.711,9,G,ML,4.2,Tennant Creek; NT
MGO,local,0,Preferred,1987,3,20,16,13,26.6,AWST,8,114.14,22.84,5,N,ML,3,SW of Giralia; WA
BMR,local,0,Preferred,1987,3,23,12,55,50,ACST,9.5,133.938,19.67,11, ,ML,3.5,Tennant Creek; NT
ADE,local,1,Preferred,1987,3,26,12,14,35.72,ACST,9.5,136.705,36.461,0, ,ML,3.4,SW of Kangaroo Is; SA
GSQ,local,0,Preferred,1987,3,28,4,23,1.8,AEST,10,151.212,25.939,7,D,ML,2.6,Boondooma Dam; Qld
MEL,local,1,Preferred,1987,3,28,23,41,35.4,AEST,10,148.321,38.343,16.67, ,ML,2.5,Halibut Oil Rig; Bass Strait
MGO,local,1,Preferred,1987,3,29,15,39,22,AWST,8,118.84,18.9,5,N,ML,3,Off Port Hedland; WA
BMR,local,1,Preferred,1987,3,30,5,10,54,ACST,9.5,131.519,26.062,33, ,ML,4.1,E of Amata; SA
MGO,local,1,Preferred,1987,3,31,10,13,33.9,AWST,8,112.03,38.11,5, ,ML,3.6,SW of Cape Leeuwin; WA; Indian Ocean
GSQ,local,2,Preferred,1987,4,1,7,26,40.6,AEST,10,151.271,25.934,0,C,ML,2.8,Boondooma Dam; Qld
CAN,local,1,Preferred,1987,4,2,5,12,38.7,AEST,10,150.37,34.16,22, ,MD,2.7,Picton; NSW
CAN,local,1,Preferred,1987,4,3,3,58,23.5,AEST,10,150.14,33.27,1, ,MD,2.8,Lithgow; NSW
BMR,local,0,Preferred,1987,4,7,15,36,36.1,ACST,9.5,134.383,19.822,0, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1987,4,8,20,52,30.9,ACST,9.5,133.528,19.103,5, ,ML,4.1,Tennant Creek; NT
GSQ,local,1,Preferred,1987,4,9,10,38,41.1,AEST,10,151.017,30.867,10, ,ML,3.4,Tamworth; NSW
MGO,local,1,Preferred,1987,4,10,6,43,29,AWST,8,122.1,17.25,5,N,ML,3.7,N of Broome; WA
MGO,local,0,Preferred,1987,4,17,13,49,23,AWST,8,115.93,25.52,5,N,ML,2.5,SE of Gascoyne Junction; WA
MGO,local,2,Preferred,1987,4,17,16,58,22.3,AWST,8,115.98,25.46,23, ,ML,3.2,SE of Gascoyne Junction; WA
MGO,local,1,Preferred,1987,4,19,22,41,20,AWST,8,122.26,32.61,5, ,ML,3.2,50 km SE of Norseman; WA
MGO,local,1,Preferred,1987,5,2,23,49,26.6,AWST,8,121.428,30.71,5,,ML,3.5,6 km NW of Kalgoorlie; WA
ADE,local,1,Preferred,1987,5,4,6,2,14.1,ACST,9.5,138.226,32.981,11.1, ,ML,2.5,Wirrabara; SA
CAN,local,1,Preferred,1987,5,4,16,52,10,AEST,10,152.75,38.5,, ,MD,3.2,Tasman Sea
MGO,local,1,Preferred,1987,5,5,23,24,14.5,AWST,8,116.72,32.04,5, ,ML,3.8,5 km SE of Talbot Brook; WA
BMR,local,0,Preferred,1987,5,8,4,24,50.9,ACST,9.5,134.22,19.898,0, ,ML,4.4,Tennant Creek; NT
BMR,local,0,Preferred,1987,5,8,8,24,21.9,ACST,9.5,134.049,19.907,27, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1987,5,8,9,4,26.7,ACST,9.5,133.937,19.8,5, ,ML,3.5,Tennant Creek; NT
MGO,local,1,Preferred,1987,5,8,13,35,28,AWST,8,122.22,32.51,5, ,ML,3,50 km SE of Norseman; WA
BMR,local,0,Preferred,1987,5,10,5,24,8.2,ACST,9.5,133.992,19.865,0, ,ML,4.7,Tennant Creek; NT
MGO,local,2,Preferred,1987,5,10,23,36,35.3,AWST,8,117.74,33.39,5, ,ML,3.2,9 km S of Dumbleyung; WA
BMR,local,1,Preferred,1987,5,11,3,11,52.8,ACST,9.5,135.818,13.757,0, ,ML,3.2,66 km W of Alyangula; Groote Eylandt; NT
ADE,local,1,Preferred,1987,5,12,9,0,53.08,ACST,9.5,135.632,27.296,11.09, ,ML,3,Oodnadatta; SA
MGO,local,1,Preferred,1987,5,12,16,54,57.7,AWST,8,117.37,32.24,5, ,ML,2.5,16 km NNE of Aldersyde; WA
BMR,local,1,Preferred,1987,5,13,6,45,2.8,ACST,9.5,131.43,16.53,5, ,ML,3,E of Victoria River Downs HS; NT
MEL,local,3,Preferred,1987,5,15,19,30,25.73,AEST,10,146.393,37.806,2.22, ,ML,2.7,Thomson Reservoir; Vic
CAN,local,0,Preferred,1987,5,15,21,3,23.7,AEST,10,149.2,34.77,13, ,MD,2.9,Gunning; NSW
MGO,local,1,Preferred,1987,5,17,15,42,30,AWST,8,122.59,17.47,5,N,ML,3.4,E of Broome; WA
MGO,local,1,Preferred,1987,5,20,17,24,4.1,AWST,8,116.64,31.25,5, ,ML,2.5,18 km WNW of Goomalling; WA
BMR,local,1,Preferred,1987,5,21,3,15,53.6,AWST,8,128.348,16.842,0, ,ML,3.3,N of Turkey Creek; WA
CAN,local,0,Preferred,1987,5,22,23,39,50,AEST,10,149.18,34.77,, ,MD,2.7,Gunning; NSW
BMR,local,0,Preferred,1987,5,24,2,26,45.9,AEST,10,149.18,34.777,1, ,ML,2.6,Gunning; NSW
MEL,local,1,Preferred,1987,5,28,23,18,19.95,AEST,10,146.25,38.054,14.43, ,ML,2.9,Willow Grove; Vic
MEL,local,2,Preferred,1987,5,30,14,44,27.4,AEST,10,146.554,37.947,17.03, ,ML,3.9,Seaton; Vic
BMR,local,0,Preferred,1987,6,1,19,34,9.4,ACST,9.5,134.011,19.865,5, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1987,6,2,13,2,54.6,ACST,9.5,134.048,19.852,10, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1987,6,3,4,7,47.8,ACST,9.5,133.97,20.006,10, ,ML,3.5,Tennant Creek; NT
MGO,local,1,Preferred,1987,6,3,15,1,0.4,AWST,8,123.59,35.18,5, ,ML,3.4,SE of Esperance; WA
MGO,local,1,Preferred,1987,6,4,3,33,9.5,AWST,8,122.31,32.59,5, ,ML,3.5,65 km SE of Norseman; WA
AUST,local,0,Preferred,1987,6,4,18,39,27,ACST,9.5,133.93,19.66,15,,ML,3.6,Tennant Creek; NT
BMR,local,1,Preferred,1987,6,8,3,55,24.9,AWST,8,127.039,21.994,5, ,ML,3,Gibson Desert; WA
AUST,local,0,Preferred,1987,6,11,6,37,56,ACST,9.5,133.95,19.77,5,,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,6,11,8,41,33.7,ACST,9.5,133.764,19.598,5, ,ML,2.9,Tennant Creek; NT
ISC,local,0,Preferred,1987,6,11,10,41,56.1,ACST,9.5,133.693,19.995,7.6,,ML,4.4,Tennant Creek; NT
MGO,local,2,Preferred,1987,6,11,12,18,42.4,AWST,8,117.51,31.2,3, ,ML,3.5,13 km E of Wyalkatchem; WA
MGO,local,0,Preferred,1987,6,11,12,19,43.1,AWST,8,117.51,31.2,3, ,ML,3.2,13 km E of Wyalkatchem; WA
BMR,local,0,Preferred,1987,6,11,16,18,12.3,ACST,9.5,133.799,19.758,15, ,ML,3.3,Tennant Creek; NT
MGO,local,0,Preferred,1987,6,11,17,11,53,AWST,8,117.51,31.21,3, ,ML,3.2,13 km ESE of Wyalkatchem; WA
MGO,local,1,Preferred,1987,6,12,0,30,10.8,AWST,8,117.49,31.21,1, ,ML,2.6,11 km ESE of Wyalkatchem; WA
MEL,local,1,Preferred,1987,6,13,4,34,24.77,AEST,10,149.696,36.605,15.94, ,ML,2.6,Bega; NSW
BMR,local,0,Preferred,1987,6,13,17,33,47.7,ACST,9.5,133.912,19.765,4, ,ML,2.8,Tennant Creek; NT
CAN,local,1,Preferred,1987,6,14,11,39,12,AEST,10,150.22,37.26,, ,MD,2.5,Off Eden; NSW
MGO,local,1,Preferred,1987,6,14,18,6,32.5,AWST,8,122.31,32.59,5, ,ML,3,65 km SE of Norseman; WA
ADE,local,1,Preferred,1987,6,14,21,55,25.42,ACST,9.5,136.187,36.562,30.94, ,ML,2.6,SW of Kangaroo Island; SA
BMR,local,0,Preferred,1987,6,16,13,26,40.6,AEST,10,149.17,34.786,0, ,MD,2.9,Gunning; NSW
MGO,local,1,Preferred,1987,6,19,13,32,3,AWST,8,116.69,20.56,5,N,ML,3.7,Dampier; WA
CAN,local,0,Preferred,1987,6,20,8,23,26.1,AEST,10,149.2,34.77,, ,MD,3,Gunning; NSW
MGO,local,1,Preferred,1987,6,21,16,15,33.7,AWST,8,118.99,18.17,5,N,ML,4,Off Port Hedland; WA
CAN,local,0,Preferred,1987,6,23,7,25,15.4,AEST,10,150.12,33.47,13, ,MD,2.8,Lithgow; NSW
CAN,local,0,Preferred,1987,6,24,14,53,20.5,AEST,10,150.15,33.51,18, ,MD,3.4,Lithgow; NSW
MEL,local,2,Preferred,1987,6,24,15,4,54.69,AEST,10,150.105,33.401,5.08, ,ML,5,Lithgow; NSW
BMR,local,0,Preferred,1987,6,24,15,32,36,AEST,10,150.103,33.411,0, ,ML,3.4,Lithgow; NSW
CAN,local,0,Preferred,1987,6,24,15,47,7.2,AEST,10,150.15,33.43,10, ,MD,3.4,Lithgow; NSW
CAN,local,0,Preferred,1987,6,24,16,46,19.7,AEST,10,150.11,33.43,14, ,MD,2.6,Lithgow; NSW
MEL,local,1,Preferred,1987,6,24,18,53,28.69,AEST,10,144.22,38.895,24.93, ,ML,3.1,Bass Strait
CAN,local,0,Preferred,1987,6,25,6,53,25.6,AEST,10,150.13,33.47,20, ,MD,2.6,Lithgow; NSW
CAN,local,0,Preferred,1987,6,25,7,26,58.1,AEST,10,150.15,33.45,15, ,MD,2.7,Lithgow; NSW
BMR,local,2,Preferred,1987,6,26,23,28,40.2,AEST,10,149.197,34.755,4, ,MD,3.1,Gunning; NSW
BMR,local,0,Preferred,1987,6,27,2,0,24.9,ACST,9.5,133.936,19.773,3, ,ML,3.8,Tennant Creek; NT
CAN,local,1,Preferred,1987,7,3,7,42,11.8,AEST,10,150.19,34.5,5, ,MD,2.6,Berrima; NSW
MGO,local,1,Preferred,1987,7,5,5,28,40.5,AWST,8,116.34,31.78,5, ,ML,2.7,3 km NE of Wooroloo; WA
MGO,local,1,Preferred,1987,7,5,11,5,35,AWST,8,120.7,18.47,5,N,ML,3.3,Off Eighty Mile Beach; WA
BMR,local,1,Preferred,1987,7,7,10,31,51.8,ACST,9.5,136.035,28.178,8, ,ML,3.6,Peake HS; SA
MGO,local,2,Preferred,1987,7,8,10,38,4.5,AWST,8,122.28,32.54,5, ,ML,4.7,60 km SE of Norseman; WA
MGO,local,0,Preferred,1987,7,8,11,57,57,AWST,8,122.28,32.54,5, ,ML,3.1,60 km SE of Norseman; WA
MGO,local,1,Preferred,1987,7,10,22,32,54.2,AWST,8,117.47,31.22,1, ,ML,2.6,10 km ESE of Wyalkatchem; WA
MGO,local,0,Preferred,1987,7,12,19,51,33.2,AWST,8,122.28,32.54,5, ,ML,3.3,60 km SE of Norseman; WA
AUST,local,1,Preferred,1987,7,15,6,6,24,ACST,9.5,136.06,13.55,0,,ML,3,51 km NW of Alyangula; Groote Eylandt; NT
MEL,local,1,Preferred,1987,7,16,23,12,57.5,AEST,10,144.49,35.743,3.65, ,ML,2.5,Bunnaloo; NSW
MGO,local,1,Preferred,1987,7,18,20,31,27,AWST,8,114.71,38.26,5, ,ML,2.7,S of Cape Leeuwin; WA
MGO,local,1,Preferred,1987,7,19,3,3,29.2,AWST,8,113.06,27.22,5,N,ML,5,120 km WNW of Kalbarri; WA
ADE,local,2,Preferred,1987,7,20,13,2,32.84,ACST,9.5,135.682,34.09,0.25, ,ML,2.5,Cockaleechie; SA
BMR,local,0,Preferred,1987,7,21,21,10,34.6,ACST,9.5,133.765,19.802,1, ,ML,3.8,Tennant Creek; NT
BMR,local,1,Preferred,1987,7,24,0,19,26.8,ACST,9.5,129.663,22.573,25, ,ML,3.5,E of Lake Mackay; NT
